,id,tweet,class
89,3702670105,"jennatar: @rotokirby I hope this isn't YOUR flu, sir. Anyway, it's OK! We're getting ice cream for me to gargle... http://bit.ly/g7xSX",0
90,3702845605,orange hiC & matilda is on. big furniture moved in my new room. I feel like I'm getting the flu. need a hug.,0
91,3702873504,@TannersDad .. its just the flu!   I now have it... and one of my friends is just getting over it.,0
92,3703180506,"@aplusk ha. wow, that is cool. yeah, still not getting a flu shot. but, i'll probably cover up when i sneeze.",1
93,4086707903,"What's the difference between swine flu and bird flu? One has a tweetment, the other is an ointment. #fb",1
94,4086970311,,0
95,4087509805,,0
96,4087547110,@TurboBFF nice to see you have recovered from the Bird Flu,0
97,3703783507,,1
98,3704151203,,1
99,3704209905,,1
100,4087616608,going over to a friends house to check on her son. he has the flu and i am worried about him,0
101,4088122702,"May be getting a flu, so of course I'm going out: 4th Wall Project, dinner, @craignb bday party, THUNDERDOME 3D. Where am I sleeping 2nite??",1
102,4088645710,,1
103,4089721414,,0
104,3704931101,"H1N1 is a farce. Only 700 ppl died compared to 36,000 frm the regular flu worldwide. I think the only disease is that of fear.",1
105,3706033306,,0
106,4091111711,,0
107,4091174402,"sad and worried, my 4 year old grandson in hospital with swine flu, it has his asthma acting up.",0
108,4092428910,"Darlington battling the flu this week, but s'western playing tough after getting drilled by mineral pointast week.",0
109,3706693013,,1
110,3706993109,,0
111,3707096204,Today looks like another raining day. Not feel good and getting flu now. Hope it is not H1N1.,0
112,3708853202,"Im not getting any worse, so probably its just an ordinary flu och cold",0
113,4097248805,,0
114,4098680604,,0
115,4099115210,Sudafed: fail Time for Robitussin Nighttime Cold & Flu. I fear I'm getting attacked by rhino(virus). It's been a while rhino. Game on!,0
116,4099312511,"Time to get some breakfast. I've been up for 3 hours, but unable to stomach getting breakfast. Bloody man-flu. At least it's fading a bit.",0
117,4099577707,,0
118,3710551711,"this little piggie should be scared of you! you can give him the flu! good thing he's in a nice hog hilton, protected from your germs!",1
119,3710521810,,0
120,3710747105,cant believe everyone is getting the swine flu...,0
121,3710792102,"hope their swine flu are not getting worse, get well soon YamaP, Ryo",0
122,4100442104,"Feel very low today the swine flu getting me down , head feels like its got a lead weight on it",0
123,4101491602,,1
124,4101574411,@kimbumm what hyun joong is really swine flu ? I'm very worried,1
125,4101872100,,1
126,3710800300,"so there's also been a case of swine flu at my school, & now i'm  a little worried cuz I don't want to get my kids infected with anything",0
127,3710966914,this flu is getting on my tits,0
128,3711118304,c) I had bird flu  d) all of the above  e) none of the above,0
129,3711044605,"Today i feel a lot better, getting over the flu. Gained 5lbs. due to not wanting to eat, lost my appetite, now back on track.",0
130,3711195205,"worry, worry worries. Bloody flu !!",1
131,3711363805,,0
132,4102812905,,0
133,4102853105,Shutting the computer down. Trying to keep this flu at bay by getting an early night/morning. It's 12:22AM lol.,0
134,4103273914,,0
135,4103653802,,1
136,4104741800,@imsoharlembitch u still got the bird flu? what's up w/ the pic?,1
137,4106412809,,0
138,3713616208,Happy Wednesday! Making preliminary calls for swine flu on college campus'. R u worried? R u taking more precautions? Let me know.,1
139,3714539712,Are you worried about this Novel H1N1 Swine Flu? Take the poll and see what others say. #Swineflu #h1n1 http://cli.gs/1apqA,1
140,3713964306,"Amazed that H1N1 has mostly supplanted ""swine flu"" in the vernacular. I worried that the name would shift, but to ""Mexican flu"" or somesuch.",1
141,3715071309,"SWINE FLU SWINE FLU SWINE FLU. There, you all should be scared now. :-)",1
142,4112693701,Bird flu is a terrible sickness!,0
143,4112711902,Have a Great Evening Everyone!  Spending the weekend playing 'Dr. Mom' to Kathryn - flu symptoms but getting better by the hour. Phewww.,0
144,4114116802,"WIfe is out ot town, I have the flu, kids are driving me crazy, and I'm thinking about buying a used Fender Deluxe Reverb.",0
145,3715069711,,0
146,4117013501,,1
147,4120761905,"ugh, I can't sleep because I have this stupid mini-flu due to getting a flu shot from winn-dixie... wtp?",0
148,3718731011,,1
149,4127104006,Just thinking i feel like a completely different person from my swine flu experience till now...great is Your faithfulness!,0
150,4127290806,,0
151,4128317608,"is thinking she's going to miss Mass today.  Husband has flu, and I'm achy with headache.",0
152,4129005214,My school may be getting closed because everyone has the flu hahahah!,0
153,4129221009,,0
154,4129708105,im getting over this stupid flu and doing hw ok where do u use equations in life and intergers and crap like i dont understand it,0
155,4133193302,,0
156,4133690600,Running to the store bc the Wonder Twin is sick. Getting him some Thera-flu. I'll be back.,0
157,2042666502,,0
158,2043818401,Officials worry about swine flu preparedness amid budget cuts. http://bit.ly/J2gZX,1
159,2046457504,,1
160,2047671002,Just got lectured on how the swine flu = created by gov't to instill fear and make us all conform... riiiight,1
161,4134880803,My dad just scared me that I might have the swine flu. Going to health center right after class tmrw!!,0
162,4134885714,,0
163,4136056600,http://twitpic.com/iizuf - buddy napping!! ha! pls pray for our other pup 'moey' - he has flu... getting old... :(,0
164,4136518202,Uh oh. Getting sick. Hope it's not the swine flu.........,0
165,4136545003,,0
166,4137451905,Sometimes I fantasize about getting swine flu so I don't have to go to economics.,1
167,4138401408,,0
168,4138490213,,0
169,4138501505,"I think I might be getting sick ftl, fml.......no swine flu",0
170,4624560710,Swine Flu - How worried are you? - Take our poll now and check out how others feel! http://bit.ly/A07Zq - Vote Today!,1
171,4139801011,@orphanslop You can have bird flu and still wear the mask.,1
172,4140652808,,0
173,4140716502,,1
174,4140854500,,0
175,4141578206,worried that the hangover of hangovers has now turned into a rather critical case of Man Flu! Roll on the Lemsip. *Cough Cough*,0
176,4142258601,[NYT] Faith Conquers Fear of Swine Flu for Fans of Naples's Patron Saint: A singular announcement colored the an.. http://bit.ly/u6rnb,1
177,4142672607,Flu getting worst fff damiit,0
178,4142985613,@Frenchywilson oh thanks ;-) But I have got man flu! Time to be over now tho cos I am getting bored of it.,0
179,4144831403,,0
180,4148750302,,0
181,4150648301,"had the afternoon off as fear i may have come down with a severe case of *man* flu. Well, i think it's bad. But that's a primary symptom...",0
182,4151089606,,1
183,4151472409,RT @KOINkeepitlocal: What questions do you have about Swine Flu/H1N1? Are you concerned about contracting Swine Flu?,1
184,4151895812,,1
185,4152050701,,1
186,4152540506,"At home with a snotty nose little boy hope he gets better soon. Everyones gettin the flu, got me scared!!",0
187,4152653914,"Sitting in the waiting room, waiting to be told I have the flu. Really, though, I'm thinking about ice cream.",0
188,4153542014,"@RoseyMainvein on plus side I won't get ill from yukky students spreading germs but on minus side, worried about stories from last flu shot",1
189,4153863714,i think i'm getting piggy flu....,0
190,4153996013,"My mom has the flu, not sure if it's swine or not...she does work at a hospital. I told her I would bring her gingerale but I am scared...",0
191,4154262009,,0
192,4154719509,,0
193,3719065603,campus might be shut down for 4-6 weeks because of another swine flu outbreak. i feel like i'm getting sick. this is definitely the whomps.,0
194,3719682512,Getting sick for the hundredth time this summer...wish I could get swine flu and then just be immune to it for the rest of my life...,0
195,3719830401,Kinda nervous to walk in 24 hour after Obama said swine flu epidemic n shyt. Cover your mouth bitch! And dnt touch me OR my curlyz!,1
196,3720173007,ryan is sick and thinks he might be getting the flu. noooooooo!!!!,0
197,3720343307,Think I'm getting flu. Hurt all over and have sore throat. Boo!,0
198,3720468614,@lau56 So you guys are just joking around. That is good because I worry about you guys being in icky places. You could get the flu--&gt;shots!,1
199,4155947511,Oh no...wife has body aches and feeling fatigued...hope she is not getting sick right after me. Stupid flu!!!,0
200,4156570409,"@hornOKplease First, I was joking. Second, it would be more likely for me to get bird flu in Asia.  I probably just got dog flu",0
201,4156676309,,0
202,4157337913,,0
203,4157656713,"@theshadesofpink Yeah, it's just another flu bug. If i had other med probs I might worry aboutr it. HIV, real old, Cancer n the like.",0
204,3720507604,,0
205,3720825812,,0
206,3721110705,,0
207,3721175311,"@mikeyscummers You're just a FLUzy! Or telling PORKies! I'm sure it's SNOT swine flu! Maybe bird flu, if you're feeling under the FEATHER? x",0
208,3721747500,,0
209,11595650811,,0
210,3723087103,,0
211,3724142507,"I got the dreaded flu mist, think its getting me sick. BOO!!",1
212,4159462603,"So, who thinks the swine flu is going to become a pandemic this winter?  Napolitano is downplaying it. That alone is a reason for concern!",1
213,4160064002,@EricaHargreave oh no! flu! get well soon! everyone's getting sick! :/,0
214,4161227109,,1
215,4161443508,"@EricsLightTight I'll be in and out, OOC I'm super sick, afraid i have the flu. i dont know yet.",0
216,4161908902,,0
217,4162405005,,0
218,3725800602,,1
219,3726441205,,0
220,3728664814,So I think I'm getting sick and all of my friends keep telling me I have swine flu. That is not funny.,0
221,3728783313,@redstar57 How exactly would a bird have swine flu?,1
222,4162829704,"Worried about swine flu? Sleep may be the best prevention for cold, flu http://ow.ly/oFIt",1
223,4163029103,@puddincup8 yeaaaaaaaaaaa i dunno if i'm getting a flu shot. i only get sick like once but it's warmhere so that's ok and shots make me sick,1
224,4163528202,I'm getting sick. I hope it's the swine flu.. Cause the regular flu is boring.,0
225,4164415211,,1
226,4164665200,@MadisonPettis22 thats weird cuz alot of ppl in my skool were getting the flu too. i guess its flu season.,0
227,3732256814,,0
228,3732339510,,0
229,3733228912,im planning on getting a flu shot today... you guys should get one too.,1
230,3733894604,"Start getting ready for flu season. 4-oz Flip -cap Purell $2.29, Purell wipes get a  bucket of 700 wipes for only $41.00",1
231,4165021111,,0
232,4165471103,,0
233,4166168505,"A sign I'm getting better, I can't sleep because I'm coughing stuff up non-stop.  Time for the Thera-Flu.",0
234,4166336700,@MisterNoodle WHAT HAPPENED TO YOUR FACE!!!  (bird FLU?),0
235,4167331606,What are my chances of catching swine while pregnant?: Im totally terrified of this swine flu going around. I do.. http://bit.ly/Ie8J1,1
236,4168647302,"freaking out worried. Son may have swin flu. He was sick last week, he got better for 5 days, and now he&#39;s had  ... http://lnk.ms/0Tm8y",0
237,4168794106,At the moment i am just getting over swine flu don't want that again,0
238,4169013713,"Arrrgh!!! team Mckee have all been in our sick beds with flu. for the past week but we are getting better, sniff! sniff!",0
239,3733952205,RT doesn't seem odd that the swine flu is getting so much hype while Obama is trying to push thru his health care program? (via @lleslea),1
240,3734380611,Feeling down from flu? Don't worry about going to work or class. Feel better and check the latest info from UHS! http://bit.ly/e6Ic4,0
241,3734530514,,1
242,3734760307,"You know you are getting older when the doctor offers you a flu shot and your response is ""oh I'd love one!""",1
243,3734836209,"had a much better night sleep last night. must be getting better. yippee!  must've just been a cold, or i handled swine flu really good. lol",0
244,4169249106,,0
245,4170287011,"Guys, I think it's official.  I have the disease everyone is talking about: Bird flu.",0
246,4170424008,"And Im not going to work anymore, not because im scared of u turning me in, getting caught. I have the swine flu!",0
247,3735043814,I already had enough sleep todayy.. My flu is still the samee.. Yet my massive headache is getting worstt.. )=,0
248,4170825607,@WendyJackson good morning Wendy I missed u this morning hope ur doing fine I've been at home with the flu getting over it already,0
249,3735564306,,0
250,3736538912,,1
251,4174178812,getting better slowly |-) think i got the flu!,0
252,4174322702,RT @Joe_Murder: can we all just take a moment to laugh at manson getting swine flu? thanks.,0
253,4175293601,@tator_totty cuz your lungs and shit huh? i really hope you dont have swine flu and die because you were afraid of the doctor and his swabs!,0
254,3737652014,Just got flu shot. Arm feels heavy. Eyes getting sleepy.,1
255,3738444810,,1
256,3738564906,@MMS_Africa Thanks for the feedback. Read that it was scary because it went from animals to humans unlike the bird flu.,1
257,3739398313,My koala is afraid of the swine flu,1
258,3644630507,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,1
259,3740340602,,1
260,4175926311,,1
261,4176866503,@Beckabee2 School! =) And don't worry about your headache. You don't have the swine flu. You? =) wuu2 today?,1
262,4177073710,Getting a flu shot at Wallgreen's near my office. Very convenient.,1
263,4178186900,,0
264,4295383800,"this swine flu stuff is all over the news again, I'm not getting the shot and neither for my kids why give them the virus twice! OMG!",1
265,4295400808,@smitj052 getting over the flu and practicing for my show on Friday! :),0
266,4295421311,,0
267,3644630507,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,1
268,4296507803,,1
269,3741106305,,0
270,3742000813,Thinking of reason NOT to go to the ER... So far I've come up with I REALLY DON'T WANT TO EXPOSE MYSELF TO THE SWINE FLU.,1
271,3742024711,"I am getting sick... I got whatever it is that is going around... sore throat, runny nose, fever... hope it's not swine flu!",0
272,4296522409,No1! Keep that mess. Feel better though for real. RT @captain_taco: I think I may be getting sick. who wants swine flu?,0
273,4296695414,,0
274,4296832505,,0
275,4297171212,@katiewine girl i know. i am scared shitless of the swine flu though.,1
276,4297424811,"@the_snoo i'm not, this flu is getting worse and it's kicking my butt, hard. very hard.",0
277,4297607203,I think i am getting swine flu.,0
278,3742657306,"@kendraraquel time of month? I just realized that's why I slept for 12 hours yesterday, I thought I was getting the flu, but no",1
279,3743330102,,0
280,3743344807,Fuck! I feel like I'm not getting any better... fucking flu -.-,0
281,3743739810,I think i'm getting paranoid about the swine flu...,1
282,4298059309,,1
283,4298699104,"Now the wife is getting sick, the flu has come full circle.",0
284,3743977508,Who else is worried about Swine Flu?? #diabetes,1
285,3744107008,OK getting past this flu thing. It's been tough on me. Back to work tomorrow.,0
286,3745852008,,1
287,4299617314,,0
288,4299618113,"Getting sick, again! Sneezing/coughing and running a fever. I hope i dont get the flu!",0
289,4300459907,,0
290,4300969109,RT @DeuceRed: @iShatara @misspeaches501 when yall going?! ummm when did u catch the bird flu?,0
291,3747031009,A little worried about the swine flu epidemic!,1
292,3747898807,Hoping in the shower... just wiped the whole house down with bleach water... this flu shit is getting out of hand... BLEACH WATER lol,1
293,4302923609,The swine flu is getting too close for comfort and i dont like it,1
294,4304111502,Whoa everybodys getting swine flu!!!,0
295,4304354810,,0
296,4304700711,"Trying to jumpstart some more records tonight. I'm getting sick!!! Ohh Nooo! I DayQuil, it was a brief leave but flu season is creeping back",0
297,4304822709,,0
298,4305375404,,1
299,3748182614,"@DinaHackerHeise how about mad cow, MRSA, West Nile, and Bird Flu?",1
300,3748671214,"Oh goodness me. I'm getting sick. Let's hope it's not from Swine flu. Oink, Oink.",0
301,3749103908,Just saw a biker on franklin with a face mask. Scared of swine flu?,1
302,3750155906,,1
303,3750263111,Flu getting me down; perfect weather 4 yard work but too dizzy & sweaty 4 it :-(,0
304,3750806814,,0
305,3751367509,@gruber Would that be bird flu?,1
306,3752412005,Homeoffice today. Feels like getting a flu or something....  #fb,0
307,3752416002,"@GlamGirlxoxo Yes,it was called the Mexican flu. I think it all is going to far. the doctors are flooded with patients thinking they've it!",0
308,3754654307,"Obama is telling us not to worry that the Mandatory Swine Flu Vaccine is only Voluntary, but laws still in place & foreign troops still here",1
309,3755567603,,1
310,3760441206,,0
311,3761254200,@LAC83 swine flu is getting bad here,0
312,3761530800,@ThatQTmarcus I'm gonna give you SARS and the avian bird flu. Oh and H1N1.,0
313,3761530800,@ThatQTmarcus I'm gonna give you SARS and the avian bird flu. Oh and H1N1.,0
314,4312408511,I'm sick :/ and there's swine flu @ School! I'm scared!,0
315,3763474308,,0
316,3763582707,,0
317,3764129812,"@hokielove At least you won't have to worry about catching swine flu.  See, another positive of watching from home :-)",1
318,4313078007,,0
319,4313127104,,0
320,4313365603,,1
321,3764342211,,1
322,5127544614,Hmm well I am not feeling well!! Okay no I dont have the Swine Flu I am just feeling anxious for my parents to come back home,0
323,2859038109,I am lying in bed getting over swine flu,0
324,4314183701,"Getting ready for work, don't really feel 2 - ohhh hate this weather i think i got a flu",0
325,4314353109,My cold is getting the best of me! Ughh drinking Thera Flu with an english muffin. Hopefully i'll feel better soon:-/,0
326,4314658112,,0
327,4314993109,hubby's home w/the flu :-( I'm bringing him groceries and getting the heck outta there! #fb,0
328,3768051102,"Is it possible to watch the entire series of the wire in a weekend?  With the flu, I am thinking YES.",0
329,3768373203,,0
330,3769743807,Everybody is qettin thaa flu.!!!! I'm scared.,0
331,3770204910,,0
332,4317662012,worried that our office is becoming a sesspool of swine-flu.,0
333,4317760800,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu.",0
334,4318729613,"Im afraid to go to doctors,i might catch swine flu when i go there. Then im screwed.",1
335,4318869909,,1
336,4318886009,,0
337,4319062408,is scared of H1N1 Swine Flu but I saw Outbreak and more scared of monkeys,1
338,4319247402,,0
339,4319722603,"RT @DeuceRed: i no longer have the ""bird flu"" YAY!!! @misspeaches501 whoooo hoooo",0
340,4320080000,,0
341,4320859211,At the doctor getting checked for swine flu.,0
342,4321117302,I got flu and it's getting worse!,0
343,4321332103,just getting better cos i had the swine flu .,0
344,4624560710,Swine Flu - How worried are you? - Take our poll now and check out how others feel! http://bit.ly/A07Zq - Vote Today!,1
345,4321732513,back and throat hurt. determined i'm oging to end up getting swine flu :( hope i'm wrong!,0
346,4321830213,,1
347,4322103512,@gotpassport im more than a little distressed about this flu-like disease spreading among the Karen kids. have you read any other reports?,1
348,3774368704,MY BROTHER IS IN THE BOARDER LINE OF GETTING SWINE FLU !!!,1
349,3774727404,,0
350,3776678612,,0
351,4323306801,@courtneyguenser oh man! so sorry to hear that Court :(  This flu stuff is getting rediculous!,1
352,4326293707,"Concerned that Americans seem to be unaware of European resistance to 'swine flu' vaccine, because they call it H1N1 http://theflucase.com/",1
353,4326683106,,1
354,3781919501,"rt @poetprodigy7: This probably sounds bad, but I don't much care about prison inmates getting swine flu. Better them than me.",0
355,3783354112,"@blevinsa I'm completely with you, every year I scoff at the idea of getting a flu shot. And I'm not getting three shots this year!!",1
356,3784539411,"Everyone's getting sick all of a sudden. Cory's friend has the Swine Flu, Cory had a cold virus, two of his roommate's have strep and mono.",0
357,3791747106,"@Adriennevh Thanks!  Now my little girl (5) has a slight fever.  Should I fear swine flu?  I mean, not sure we will make a movie tomorrow.",0
358,3792307413,,0
359,3792483705,,0
360,3794598301,,0
361,4328631603,,0
362,4328843402,"got a flu shot a couple hours ago and it feels like someone punched me in the arm. But hooray, I won't be getting the flu this year EITHER.",1
363,4328910405,Why is everyone getting Swine Flu?,0
364,4329031609,Is China next stop for bird flu? - What is the Word http://ff.im/-8Cbe1,1
365,4329440105,,1
366,3795893600,New post: Should You As A Parent Be Worried About The Swine Flu? (http://cli.gs/BYZd2),1
367,3797825309,one of my classmate got the h1n1 flu so it's likely that I may already caught it.... I'm not afraid but I hope they won't cancel classes,0
368,3800152200,"I think I have the tweetypig virus..  You know, the swine and bird flu all in one.  I'm going back to bed.  Let automation do it.",0
369,4329730414,,1
370,4330105514,,0
371,4330944213,RT @theRealEsthero: my computer is filthy-- your gonna catch the twitter bird flu -- use hand sanitizer on your keys,1
372,4330979709,"@BriannaBanshee @joeboyfresh good news no h1n1! bad news, i did get this season's flu, which only 2% of the population is getting this year.",0
373,4331994202,fuck I think I might be getting the flu. i have been around sick kids all week. bring it on swine flu! i will fuck you up!,0
374,4332251913,,0
375,3803736207,"@Denvo1 nope, i think i'm getting the flu or something :\ x",0
376,3804287702,never woulda thot my gma to be scared of the swine flu. lol,1
377,3804789103,yes virus dari gw. RT @mrcandries: eek im getting flu. *uhuk uhuk,0
378,3804805010,,0
379,3805543501,"Mum is starting to think i might be getting swine flu... thats worrying, she usually just tells me im overreacting",0
380,3805548011,,0
381,3805669100,,0
382,3805829611,,0
383,4332870407,,1
384,4333918104,,0
385,4333996104,Still sick. Getting rid of the swine flu is not easy. Too bad I'm another statistic :(,0
386,4334093809,,0
387,4334452805,"getting tired of watching TV.  I know, you never thought you'd hear that from me, right?  Flu = boring.",0
388,4335149205,,1
389,3809680410,,0
390,3811211807,@BarelyKnit the last two places ive worked at and the current one have all had someone infected with Swine Flu. Doesnt worry me at all,0
391,3811282210,,0
392,3811545010,,1
393,3812149210,,0
394,3812682208,"I'm still a sick puppy, damned annoying a tenacious is this flu bug. stilol, we are getting there slowly but surely :)",0
395,3813259600,Am I getting flu A-H1N1? OH NO!! help..meeee!!!,0
396,4339190514,,1
397,4339980506,,0
398,4340327509,@GillianCohen uhh is this true? RT @dougbushbc @beckyhammer Gilly's mom has Bird Flu,0
399,4340733113,,0
400,4340733113,,0
401,4341491009,@drspectrum Is it the bird flu?,1
402,3817620610,,0
403,3817844111,@lazoug Lol! Don't be scared! Who you been schmecking with lately? Does he gave the flu? Lmao!,0
404,3818035104,@lazoug don't worry! You'll be fine lots of rest and chicken soup! You are supposed to starve a cold and feed the flu! So get plenty to eat!,0
405,3818407608,@HWhitters  i like your quick thinking. i have a flask of tea incase we're there for a while. and a mask so you don't catch my piggy flu,1
406,3819000114,Codes have their first swine flu winner! Congratulations Ciaran on being number 1 at getting swine flu!!,0
407,3819272806,Seem to be getting more ill each day.....it better not be bloody swine flu!!!!!!,0
408,3819574210,,0
409,4341771707,Word on NY1 They got a new a aids vaccine and its lookn real promising. Niggaz scared to take the flu shot. u think they takn dis?,1
410,4342024103,,1
411,4342037304,,0
412,4342417014,,0
413,4524676202,Getting a flu shot!,1
414,3819633508,Everyone seems to have swine flu!   Will not be getting it thanks!,0
415,3819975604,,0
416,3820037805,,0
417,3820242406,Hey every1 hows it goin?%aI just got up from a long week of fever..­ont worry not swine flu..,0
418,3820737314,afraid to get the flu...=( don't want to be sick for ATL,1
419,3820776603,HEY! GUESS WHAT! I'm getting the flu. lovely. isn't it?,0
420,4342628412,"Getting bloodwork done at a lab where even the nurses are coughing. The state rife with swine flu, yet I get stares for wearing paper mask",0
421,4342671309,"Good Morning Ya'll, Getting the lil one ready to get her flu shot, so this afternoon's going to be hell but i get an entire wknd w/o bitchin",1
422,4342728701,Oh the joys of flu season..all my classes are getting cancelled here and there.:),1
423,4343006711,,0
424,4343190414,,0
425,4343518405,,0
426,3821139608,@SKTglambert Don't worry. That happened to me too. They did a nasal swab (yuck) and told me it wasn't swine flu.,1
427,3822231211,,1
428,3822715603,@BankyW watch out for bird flu...,1
429,3822965310,Whole foods Dedham= Disney world for me . More photos to come on blog soon now that I'm getting over my flu :(  http://twitpic.com/gv92p,0
430,11684175801,,1
431,4344180307,Find myself at home again. Gotta love martian flu getting it's second wind!,0
432,4344446510,,0
433,4624560710,Swine Flu - How worried are you? - Take our poll now and check out how others feel! http://bit.ly/A07Zq - Vote Today!,1
